date,store_nbr,transactions,city,state,type,cluster
2017-04-02,22,913,Puyo,Pastaza,C,7
2017-04-03,22,846,Puyo,Pastaza,C,7
2017-04-04,22,836,Puyo,Pastaza,C,7
2017-04-05,22,761,Puyo,Pastaza,C,7
2017-04-06,22,798,Puyo,Pastaza,C,7
2017-04-07,22,768,Puyo,Pastaza,C,7
2017-04-08,22,875,Puyo,Pastaza,C,7
2017-04-09,22,783,Puyo,Pastaza,C,7
2017-04-10,22,837,Puyo,Pastaza,C,7
2017-04-11,22,866,Puyo,Pastaza,C,7
2017-04-12,22,768,Puyo,Pastaza,C,7
2017-04-13,22,756,Puyo,Pastaza,C,7
2017-04-14,22,848,Puyo,Pastaza,C,7
2017-04-15,22,831,Puyo,Pastaza,C,7
2017-04-16,22,805,Puyo,Pastaza,C,7
2017-04-17,22,819,Puyo,Pastaza,C,7
2017-04-18,22,740,Puyo,Pastaza,C,7
2017-04-19,22,793,Puyo,Pastaza,C,7
2017-04-20,22,742,Puyo,Pastaza,C,7
2017-04-21,22,768,Puyo,Pastaza,C,7
2017-04-22,22,800,Puyo,Pastaza,C,7
2017-04-23,22,821,Puyo,Pastaza,C,7
2017-04-24,22,750,Puyo,Pastaza,C,7
2017-04-25,22,725,Puyo,Pastaza,C,7
2017-04-26,22,771,Puyo,Pastaza,C,7
2017-04-27,22,719,Puyo,Pastaza,C,7
2017-04-28,22,746,Puyo,Pastaza,C,7
2017-04-29,22,961,Puyo,Pastaza,C,7
2017-04-30,22,812,Puyo,Pastaza,C,7
2017-05-01,22,954,Puyo,Pastaza,C,7
2017-05-02,22,889,Puyo,Pastaza,C,7
2017-05-03,22,823,Puyo,Pastaza,C,7
2017-05-04,22,760,Puyo,Pastaza,C,7
2017-05-05,22,640,Puyo,Pastaza,C,7
2017-05-06,22,866,Puyo,Pastaza,C,7
2017-05-07,22,839,Puyo,Pastaza,C,7
2017-05-08,22,770,Puyo,Pastaza,C,7
2017-05-09,22,758,Puyo,Pastaza,C,7
2017-05-10,22,751,Puyo,Pastaza,C,7
2017-05-11,22,754,Puyo,Pastaza,C,7
2017-05-12,22,764,Puyo,Pastaza,C,7
2017-05-13,22,933,Puyo,Pastaza,C,7
2017-05-14,22,855,Puyo,Pastaza,C,7
2017-05-15,22,701,Puyo,Pastaza,C,7
2017-05-16,22,804,Puyo,Pastaza,C,7
2017-05-17,22,742,Puyo,Pastaza,C,7
2017-05-18,22,727,Puyo,Pastaza,C,7
2017-05-19,22,807,Puyo,Pastaza,C,7
2017-05-20,22,861,Puyo,Pastaza,C,7
2017-05-21,22,789,Puyo,Pastaza,C,7
2017-05-22,22,813,Puyo,Pastaza,C,7
2017-05-23,22,686,Puyo,Pastaza,C,7
2017-05-24,22,680,Puyo,Pastaza,C,7
2017-05-25,22,681,Puyo,Pastaza,C,7
2017-05-26,22,758,Puyo,Pastaza,C,7
2017-05-27,22,847,Puyo,Pastaza,C,7
2017-05-28,22,776,Puyo,Pastaza,C,7
2017-05-29,22,819,Puyo,Pastaza,C,7
2017-05-30,22,755,Puyo,Pastaza,C,7
2017-05-31,22,862,Puyo,Pastaza,C,7
2017-06-01,22,872,Puyo,Pastaza,C,7
2017-06-02,22,810,Puyo,Pastaza,C,7
2017-06-03,22,857,Puyo,Pastaza,C,7
2017-06-04,22,955,Puyo,Pastaza,C,7
2017-06-05,22,808,Puyo,Pastaza,C,7
2017-06-06,22,833,Puyo,Pastaza,C,7
2017-06-07,22,803,Puyo,Pastaza,C,7
2017-06-08,22,742,Puyo,Pastaza,C,7
2017-06-09,22,793,Puyo,Pastaza,C,7
2017-06-10,22,813,Puyo,Pastaza,C,7
2017-06-11,22,805,Puyo,Pastaza,C,7
2017-06-12,22,784,Puyo,Pastaza,C,7
2017-06-13,22,778,Puyo,Pastaza,C,7
2017-06-14,22,756,Puyo,Pastaza,C,7
2017-06-15,22,684,Puyo,Pastaza,C,7
2017-06-16,22,751,Puyo,Pastaza,C,7
2017-06-17,22,916,Puyo,Pastaza,C,7
2017-06-18,22,823,Puyo,Pastaza,C,7
2017-06-19,22,755,Puyo,Pastaza,C,7
2017-06-20,22,726,Puyo,Pastaza,C,7
2017-06-21,22,717,Puyo,Pastaza,C,7
2017-06-22,22,724,Puyo,Pastaza,C,7
2017-06-23,22,713,Puyo,Pastaza,C,7
2017-06-24,22,791,Puyo,Pastaza,C,7
2017-06-25,22,815,Puyo,Pastaza,C,7
2017-06-26,22,789,Puyo,Pastaza,C,7
2017-06-27,22,787,Puyo,Pastaza,C,7
2017-06-28,22,747,Puyo,Pastaza,C,7
2017-06-29,22,761,Puyo,Pastaza,C,7
2017-06-30,22,852,Puyo,Pastaza,C,7
2017-07-01,22,955,Puyo,Pastaza,C,7
2017-07-02,22,857,Puyo,Pastaza,C,7
2017-07-03,22,859,Puyo,Pastaza,C,7
2017-07-04,22,864,Puyo,Pastaza,C,7
2017-07-05,22,785,Puyo,Pastaza,C,7
2017-07-06,22,769,Puyo,Pastaza,C,7
2017-07-07,22,800,Puyo,Pastaza,C,7
2017-07-08,22,820,Puyo,Pastaza,C,7
2017-07-09,22,806,Puyo,Pastaza,C,7
2017-07-10,22,783,Puyo,Pastaza,C,7
2017-07-11,22,818,Puyo,Pastaza,C,7
2017-07-12,22,734,Puyo,Pastaza,C,7
2017-07-13,22,755,Puyo,Pastaza,C,7
2017-07-14,22,796,Puyo,Pastaza,C,7
2017-07-15,22,801,Puyo,Pastaza,C,7
2017-07-16,22,800,Puyo,Pastaza,C,7
2017-07-17,22,711,Puyo,Pastaza,C,7
2017-07-18,22,693,Puyo,Pastaza,C,7
2017-07-19,22,746,Puyo,Pastaza,C,7
2017-07-20,22,740,Puyo,Pastaza,C,7
2017-07-21,22,719,Puyo,Pastaza,C,7
2017-07-22,22,768,Puyo,Pastaza,C,7
2017-07-23,22,728,Puyo,Pastaza,C,7
2017-07-24,22,766,Puyo,Pastaza,C,7
2017-07-25,22,717,Puyo,Pastaza,C,7
2017-07-26,22,697,Puyo,Pastaza,C,7
2017-07-27,22,707,Puyo,Pastaza,C,7
2017-07-28,22,786,Puyo,Pastaza,C,7
2017-07-29,22,832,Puyo,Pastaza,C,7
2017-07-30,22,770,Puyo,Pastaza,C,7
2017-07-31,22,794,Puyo,Pastaza,C,7
2017-08-01,22,772,Puyo,Pastaza,C,7
2017-08-02,22,782,Puyo,Pastaza,C,7
2017-08-03,22,783,Puyo,Pastaza,C,7
2017-08-04,22,799,Puyo,Pastaza,C,7
2017-08-05,22,731,Puyo,Pastaza,C,7
2017-08-06,22,703,Puyo,Pastaza,C,7
2017-08-07,22,724,Puyo,Pastaza,C,7
2017-08-08,22,730,Puyo,Pastaza,C,7
2017-08-09,22,734,Puyo,Pastaza,C,7
2017-08-10,22,730,Puyo,Pastaza,C,7
2017-08-11,22,701,Puyo,Pastaza,C,7
2017-08-12,22,888,Puyo,Pastaza,C,7
2017-08-13,22,701,Puyo,Pastaza,C,7
2017-08-14,22,794,Puyo,Pastaza,C,7
2017-08-15,22,766,Puyo,Pastaza,C,7
